gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	TC
ELF3	2.31530911994225e-208	0.650761213221317	1	0.979	8.47426290990062e-204	TC-6
HLA-DRA	3.91178084364549e-205	-1.08433725312712	1	0.997	1.43175090658268e-200	TC-6
DBI	2.06821968336193e-203	0.651467695810336	1	0.907	7.56989086307301e-199	TC-6
CALML5	5.3287844326223e-200	0.607649034141586	1	0.995	1.95038839018409e-195	TC-6
FCGRT	6.32795913167395e-196	-1.02554585759053	0.97	0.954	2.31609632178398e-191	TC-6
PTGES	2.19720201942942e-194	0.822715681326933	0.94	0.57	8.0419791113136e-190	TC-6
HLA-DRB1	3.0853707501567e-194	-0.98437673577513	0.996	0.985	1.12927654826486e-189	TC-6
S100A14	1.37377491653654e-192	0.71285669636315	1	0.895	5.02815357201537e-188	TC-6
ADIRF	9.08604221682614e-188	-0.702149523061293	1	0.999	3.32558231178053e-183	TC-6
CBWD5	5.3834463099315e-187	0.628726754275693	0.952	0.558	1.97039518389803e-182	TC-6
EFNA1	5.25861713529281e-183	0.673920999215941	1	0.95	1.92470645768852e-178	TC-6
HLA-C	2.00011980015633e-180	-0.683146759891768	1	0.996	7.32063848055219e-176	TC-6
ANKRD30B	1.02640822935194e-178	0.596038731472217	0.928	0.505	3.75675676025102e-174	TC-6
NAT1	3.6726670802452e-178	0.704082864604084	0.932	0.546	1.34423287804055e-173	TC-6
SNRPE	1.18560064775512e-176	0.561201737603341	1	0.933	4.3394169308485e-172	TC-6
CDH1	1.1513298942246e-171	0.643080227990931	1	0.904	4.21398254585144e-167	TC-6
SHISA2	2.43750003886297e-171	0.752785367256183	0.936	0.552	8.92149389224236e-167	TC-6
AQP3	7.95066737918825e-171	0.678945737021256	1	0.86	2.91002376745669e-166	TC-6
CST3	2.84685272018904e-169	-0.586578230853459	1	0.997	1.04197656411639e-164	TC-6
IGFBP4	1.61148693961851e-167	-0.758619865162142	1	0.987	5.89820334769771e-163	TC-6
KCTD3	1.46421310594147e-163	0.630080313384348	0.987	0.735	5.35916638905637e-159	TC-6
ERBB3	5.83388478306314e-158	0.567530237601947	1	0.862	2.13526016944894e-153	TC-6
NEDD4L	1.57056888105236e-156	0.600230536598711	0.996	0.812	5.74843916153976e-152	TC-6
TMSB4X	2.44121992906214e-155	-0.738631594789214	1	0.998	8.93510906236035e-151	TC-6
MYO6	1.03240637357378e-151	0.585376786641316	0.961	0.632	3.77871056791739e-147	TC-6
ECM1	5.27633285253473e-151	0.65134892155519	0.897	0.507	1.93119058735623e-146	TC-6
VMP1	1.88419240925412e-150	0.506545148531173	1	0.961	6.89633263711102e-146	TC-6
HLA-DRB5	7.01521476753155e-150	-0.954570987046676	0.977	0.958	2.56763875706422e-145	TC-6
SDC4	3.76432280842499e-147	0.504433399917413	1	0.941	1.37777979111163e-142	TC-6
LYZ	3.17067604804952e-146	-1.16134892352346	0.99	0.959	1.16049914034661e-141	TC-6
HSPE1	8.10179489027792e-144	0.517445340237344	1	0.914	2.96533794779062e-139	TC-6
RPL26	2.939262667356e-143	-0.551585329171792	1	0.988	1.07579952887897e-138	TC-6
OCLN	4.74008717790579e-143	0.536902207853373	0.984	0.706	1.7349193079853e-138	TC-6
ESR1	2.1465282305414e-141	0.537203161690028	1	0.904	7.85650797660457e-137	TC-6
RNASEK	1.24253332022341e-137	-0.542405985850388	1	0.976	4.5477962053497e-133	TC-6
PARD6B	1.65224658729962e-135	0.547997107985808	0.999	0.842	6.04738773417535e-131	TC-6
AC093001.1	2.14999051173743e-135	0.650241050505608	0.892	0.512	7.86918027201017e-131	TC-6
GOLM1	1.61657831378626e-134	0.51720681327549	0.991	0.754	5.91683828628907e-130	TC-6
PLPP2	1.93111179713663e-133	0.52540012077047	0.989	0.782	7.06806228869979e-129	TC-6
HLA-DPB1	5.1255191819857e-133	-0.970532615320939	0.95	0.941	1.87599127579859e-128	TC-6
NAIP	1.51051303874637e-131	0.518951260295661	0.989	0.76	5.52862877311557e-127	TC-6
MGP	5.79208073738602e-131	-1.13087328072328	1	1	2.11995947069066e-126	TC-6
HLA-E	2.25136604783693e-130	-0.733071878303408	1	0.988	8.24022487168794e-126	TC-6
DEGS2	6.59667783553199e-130	0.508699754023684	1	0.93	2.41445005458306e-125	TC-6
ZNF217	7.76308174552668e-130	0.512860959159941	0.994	0.802	2.84136554968022e-125	TC-6
METRN	3.67219098163386e-124	-0.647570714917105	0.989	0.939	1.34405862118781e-119	TC-6
CPB1	8.64065896030625e-123	-1.63963234995821	0.994	0.977	3.16256758606169e-118	TC-6
S100A6	2.23069838082297e-119	-0.549339970587386	1	0.999	8.16457914365014e-115	TC-6
SNCG	5.8001854277579e-115	-0.929749208441396	0.662	0.788	2.12292586841367e-110	TC-6
HLA-DPA1	9.11128480884903e-108	-0.875009671753808	0.946	0.92	3.33482135288683e-103	TC-6
S100G	5.32409459413533e-103	-1.12910673551993	0.922	0.888	1.94867186239947e-98	TC-6
SCGB1D2	1.80189078170555e-101	-1.12633822474745	0.892	0.87	6.59510045012048e-97	TC-6
SCGB2A2	1.44923326084406e-98	-1.15484746211809	0.945	0.896	5.30433865801536e-94	TC-6
FTL	4.53903576410058e-97	-0.560603049371958	1	1	1.66133248001845e-92	TC-6
CYBA	2.12256099781346e-95	-0.813679929754734	0.943	0.922	7.76878550809703e-91	TC-6
LAMB2	2.8298150575125e-95	-0.518266239185979	0.986	0.928	1.03574060920015e-90	TC-6
HLA-DQB1	4.1081263096592e-95	-0.711053238509658	0.906	0.877	1.50361531059836e-90	TC-6
C3	9.32558956670525e-94	-1.18720355971234	0.953	0.935	3.41325903730979e-89	TC-6
FKBP10	2.27320927707155e-92	-0.570881631681746	0.577	0.735	8.32017327500958e-88	TC-6
TYMP	2.77990559385535e-92	-0.600747419571547	0.999	0.978	1.017473246407e-87	TC-6
ABHD2	6.5732822601128e-91	-0.713783468967992	0.955	0.878	2.40588704002389e-86	TC-6
CSTA	6.51095138458868e-89	-0.891144822830374	0.996	0.949	2.3830733162733e-84	TC-6
MUC19	3.32999596975472e-88	0.574376753820246	0.86	0.528	1.21881182488992e-83	TC-6
C1QA	8.82583273737178e-86	-0.890472518132748	0.979	0.939	3.23034304020544e-81	TC-6
VIM	1.7039074029876e-85	-0.792191708969881	0.992	0.977	6.2364714856749e-81	TC-6
MCCD1	2.44867300575418e-82	-0.800585779633548	0.664	0.736	8.96238806836086e-78	TC-6
IGLC2	2.42175665698253e-81	-2.00988491985203	1	0.992	8.86387154022177e-77	TC-6
TIMP1	2.48134118295753e-79	-1.03763393793397	0.972	0.952	9.08195686374286e-75	TC-6
LGALS1	6.80365061544568e-77	-0.604492278597657	0.999	0.977	2.49020416175927e-72	TC-6
S100A4	1.00881862760068e-76	-0.596007871446178	0.93	0.895	3.69237705888123e-72	TC-6
TBC1D9	1.13531120986192e-74	-0.564651429571069	0.989	0.921	4.15535255921561e-70	TC-6
WFDC2	1.3834551821687e-71	-0.662938670746642	0.528	0.689	5.06358431225567e-67	TC-6
HLA-DQA1	5.73470657098672e-70	-0.680781472566871	0.772	0.795	2.09895995204685e-65	TC-6
C1QB	9.19010030373541e-70	-0.717836537401651	0.977	0.94	3.3636686121702e-65	TC-6
IGHG1	1.10020712321461e-66	-1.49522710659558	1	0.994	4.0268680916778e-62	TC-6
MXRA8	8.41760364460242e-66	-0.559541152009861	0.844	0.84	3.08092710996093e-61	TC-6
MALAT1	3.64256438164711e-65	-0.94877149410472	1	0.997	1.33321498932666e-60	TC-6
IGKC	1.09747204132216e-58	-1.64042243315448	1	1	4.01685741844324e-54	TC-6
HLA-DMA	1.52769542273712e-56	-0.541697148084935	0.843	0.825	5.59151801676013e-52	TC-6
SFRP2	6.5038185107154e-56	-0.806854316877033	0.926	0.897	2.38046261310694e-51	TC-6
HLA-DQA2	8.09895183896946e-55	-0.527062271882882	0.484	0.631	2.96429736258121e-50	TC-6
BAMBI	1.32674122134812e-52	-0.513597761807026	1	0.978	4.85600554425624e-48	TC-6
APOE	2.307046267122e-51	-0.61536917709817	1	0.998	8.44402004229322e-47	TC-6
IGHG4	1.77056980028327e-47	-1.02424752964316	1	1	6.48046252601679e-43	TC-6
MZB1	7.40223718936783e-45	-0.508502773827599	0.415	0.57	2.70929283368052e-40	TC-6
SERPING1	8.65199947168659e-43	-0.580928353543847	0.901	0.851	3.16671832663201e-38	TC-6
CXCL9	1.77169319648066e-41	-0.70894705579351	0.659	0.691	6.48457426843887e-37	TC-6
IGHG3	5.7537772728407e-40	-1.60270887528259	1	0.999	2.10594001963242e-35	TC-6
GSTP1	1.77391235003178e-39	-0.556808342893195	0.721	0.739	6.4926965923513e-35	TC-6
PVALB	3.58874489340309e-38	-0.530373028682	0.941	0.839	1.31351651843446e-33	TC-6
CCL19	5.12028661579535e-38	-0.788640397841784	0.347	0.506	1.87407610424726e-33	TC-6
APOC1	9.36389246803468e-38	-0.528522202459029	1	0.987	3.42727828222538e-33	TC-6
COL6A2	1.03375111121669e-37	-0.669378372799654	0.982	0.945	3.78363244216421e-33	TC-6
TYROBP	1.0596866811623e-37	-0.509627719327875	0.941	0.865	3.87855922172215e-33	TC-6
A2M	9.32700010069227e-37	-0.573146120836062	0.96	0.911	3.41377530685438e-32	TC-6
TRBC2	1.73577316672797e-36	-0.627978186347218	0.571	0.638	6.35310336754103e-32	TC-6
IL32	2.01500795466311e-36	-0.551410821299108	0.732	0.741	7.37513061486243e-32	TC-6
CORO1A	1.86015396670766e-34	-0.542405143915933	0.706	0.697	6.80834953354672e-30	TC-6
IGHG2	3.97699492432967e-34	-1.00605599420198	0.382	0.521	1.4556199122539e-29	TC-6
IGFBP7	2.88758116581373e-33	-0.673776969577959	0.997	0.979	1.05688358249948e-28	TC-6
DCN	2.9356267075024e-33	-0.657102781182192	0.908	0.866	1.07446873121296e-28	TC-6
IGLC3	4.73758370193689e-33	-1.37916918024442	0.674	0.711	1.73400301074592e-28	TC-6
C1S	8.51201692868404e-33	-0.598574956272933	0.799	0.782	3.11548331606764e-28	TC-6
BGN	1.40502915021637e-32	-0.663187601396907	0.926	0.88	5.14254719270692e-28	TC-6
C1R	1.73792249552974e-32	-0.602498912178318	0.697	0.723	6.3609701258884e-28	TC-6
IGHM	4.87092714259483e-32	-1.32832423506865	0.943	0.877	1.78280804346113e-27	TC-6
KLHDC7B	1.10626949991731e-31	-0.503861962057003	0.555	0.606	4.04905699664735e-27	TC-6
CD52	3.74288982266934e-30	-0.532326160417687	0.57	0.62	1.3699351039952e-25	TC-6
MMP9	8.04812748837762e-30	-0.536495604900281	0.776	0.731	2.94569514202109e-25	TC-6
SERPINF1	1.41607349569851e-28	-0.515915900863541	0.797	0.771	5.18297060160611e-24	TC-6
EMILIN1	1.58059839094266e-28	-0.534796300188615	0.648	0.676	5.78514817068922e-24	TC-6
CGA	5.06870712991744e-28	-0.547607319983337	0.898	0.796	1.85519749662108e-23	TC-6
LINC00645	6.19772244203836e-28	-0.648913262369882	0.265	0.408	2.26842839101046e-23	TC-6
COL1A1	1.77532246690248e-25	-0.527857676863088	0.999	0.99	6.49785776110978e-21	TC-6
CCDC80	1.85768663300903e-23	-0.624404055139938	0.566	0.623	6.79931884547635e-19	TC-6
LRP1	2.15592383769658e-23	-0.511386106770239	0.693	0.68	7.89089683835324e-19	TC-6
PTGDS	1.85173693302016e-18	-0.500443815421648	0.429	0.49	6.7775423485471e-14	TC-6
FBLN1	3.5881032344444e-18	-0.513510060359509	0.796	0.731	1.31328166483899e-13	TC-6
IGHA1	1.44119761328178e-17	-1.02522390334554	0.99	0.942	5.27492738437266e-13	TC-6
IGLC1	5.18613063160748e-15	-1.07452252910014	0.932	0.862	1.89817567247465e-10	TC-6
CCN2	6.90578406269277e-15	-0.517442722409518	0.839	0.764	2.52758602478618e-10	TC-6
JCHAIN	5.47518607415144e-11	-0.733811059131398	0.644	0.608	2.00397285500017e-06	TC-6
CXCL14	3.20609169974658e-05	-0.598613469490543	0.996	0.937	1	TC-6
ALB	4.98321482248154e-05	-1.14673172871433	0.582	0.53	1	TC-6
